;0
Aatrox;0,00434782608695653
Ahri;-0,0021739130434782596
Akali;0,0
Akshan;0,0
Alistar;0,0
Amumu;0,0
Anivia;0,0
Annie;-0,014492753623188392
Aphelios;0,0007246376811594346
Ashe;0,0
AurelionSol;-0,0014492753623188582
Azir;-0,007246376811594202
Bard;-0,008695652173913049
Belveth;-0,0065217391304348005
Blitzcrank;0,002898550724637683
Brand;0,0
Braum;-0,0021739130434782704
Caitlyn;0,0007246376811594124
Camille;-0,001449275362318847
Cassiopeia;0,011594202898550721
Chogath;0,0
Corki;0,0
Darius;0,0
Diana;0,0
Draven;0,0
DrMundo;0,0
Ekko;0,0
Elise;-0,017391304347826087
Evelynn;0,0
Ezreal;-0,0028985507246376717
Fiddlesticks;0,0
Fiora;0,012318840579710133
Fizz;0,0
Galio;0,0
Gangplank;-0,0065217391304348005
Garen;0,0
Gnar;0,0
Gragas;-0,00942028985507245
Graves;0,003623188405797084
Gwen;-0,0036231884057970954
Hecarim;0,0
Heimerdinger;-0,013043478260869556
Illaoi;0,0
Irelia;-0,016666666666666653
Ivern;0,0
Janna;0,0
JarvanIV;-0,015217391304347804
Jax;-0,00869565217391306
Jayce;0,0021739130434782704
Jhin;0,0007246376811594236
Jinx;-0,0021739130434782704
Kaisa;0,0
Kalista;0,0036231884057970954
Karma;0,004347826086956508
Karthus;0,0
Kassadin;-0,0007246376811594236
Katarina;0,0
Kayle;0,0
Kayn;0,0
Kennen;0,0014492753623188358
Khazix;0,0
Kindred;0,0
Kled;0,007971014492753625
KogMaw;0,0
KSante;-0,0036231884057971063
Leblanc;0,0
LeeSin;-0,011594202898550721
Leona;0,0007246376811594236
Lillia;-0,0021739130434782704
Lissandra;-0,005072463768115964
Lucian;0,0014492753623188358
Lulu;0,001449275362318847
Lux;0,00942028985507246
Malphite;0,009420289855072473
Malzahar;0,0
Maokai;0,007971014492753592
MasterYi;0,0
Milio;0,0
MissFortune;-0,007246376811594224
MonkeyKing;0,03623188405797102
Mordekaiser;0,0
Morgana;0,0
Nami;0,012318840579710144
Nasus;0,0065217391304348005
Nautilus;-0,0021739130434782596
Neeko;0,0
Nidalee;-0,005072463768115954
Nilah;0,0
Nocturne;0,0
Nunu;0,0
Olaf;-0,004347826086956519
Orianna;0,0
Ornn;0,006521739130434812
Pantheon;-0,0007246376811594236
Poppy;0,0
Pyke;-0,005797101449275377
Qiyana;0,0
Quinn;0,0
Rakan;0,0
Rammus;0,0
RekSai;0,0
Rell;0,0007246376811594236
Renata;0,0
Renekton;-0,0007246376811594236
Rengar;0,0
Riven;0,0
Rumble;0,0
Ryze;-0,0007246376811594236
Samira;0,0
Sejuani;0,0021739130434782704
Senna;0,0007246376811594236
Seraphine;0,0
Sett;-0,0007246376811594236
Shaco;0,0
Shen;0,0
Shyvana;0,0
Singed;0,0
Sion;-0,0007246376811594236
Sivir;-0,02101449275362318
Skarner;0,0
Sona;-0,005797101449275388
Soraka;-0,0014492753623188358
Swain;0,0
Sylas;0,0014492753623188582
Syndra;-0,00724637681159418
TahmKench;0,007971014492753614
Taliyah;-0,001449275362318847
Talon;0,0
Taric;-0,0007246376811594236
Teemo;0,0
Thresh;0,0
Tristana;0,0
Trundle;-0,0007246376811594124
Tryndamere;0,0
TwistedFate;0,0
Twitch;-0,002898550724637694
Udyr;0,0
Urgot;0,0
Varus;-0,0014492753623188358
Vayne;0,0
Veigar;0,0
Velkoz;0,001449275362318847
Vex;0,0
Vi;0,010144927536231873
Viego;-0,014492753623188404
Viktor;0,005072463768115954
Vladimir;0,0
Volibear;0,0
Warwick;0,0
Xayah;-0,006521739130434778
Xerath;0,0007246376811594236
XinZhao;-0,0007246376811594236
Yasuo;0,0021739130434782704
Yone;0,0
Yorick;0,0
Yuumi;-0,0036231884057971063
Zac;0,0
Zed;0,0
Zeri;-0,0007246376811594236
Ziggs;0,0
Zilean;0,007246376811594235
Zoe;-0,0021739130434782704
Zyra;0,0
top_blue_champwr;-0,005797101449275355
top_blue_prowr;0,008695652173913026
top_blue_gold;1,1102230246251566e-17
top_blue_kills;-0,001449275362318847
top_blue_dmg;-0,0007246376811594236
top_blue_deaths;0,010144927536231873
jng_blue_champwr;-0,002898550724637694
jng_blue_prowr;0,001449275362318847
jng_blue_gold;-0,020289855072463746
jng_blue_kills;-0,008695652173913026
jng_blue_dmg;-0,007971014492753625
jng_blue_deaths;0,021739130434782605
mid_blue_champwr;0,003623188405797084
mid_blue_prowr;-0,004347826086956508
mid_blue_gold;-0,008695652173913038
mid_blue_kills;0,029710144927536253
mid_blue_dmg;-0,010869565217391297
mid_blue_deaths;-0,006521739130434778
bot_blue_champwr;-0,008695652173913049
bot_blue_prowr;-0,019565217391304335
bot_blue_gold;0,021739130434782605
bot_blue_kills;-0,03695652173913043
